no,Package,Item,Title,Rows,Cols,csv,doc,lcitems,csv_name,doc_name
34,datasets,co2,Mauna Loa Atmospheric CO2 Concentration,468,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/co2.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/co2.html,co2_1,co2.csv,co2.html
35,datasets,crimtab,Student's 3000 Criminals Data,42,22,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/crimtab.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/crimtab.html,crimtab,crimtab.csv,crimtab.html
36,datasets,discoveries,Yearly Numbers of Important Discoveries,100,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/discoveries.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/discoveries.html,discoveries,discoveries.csv,discoveries.html
37,datasets,esoph,"Smoking, Alcohol and (O)esophageal Cancer",88,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/esoph.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/esoph.html,esoph,esoph.csv,esoph.html
38,datasets,euro,Conversion Rates of Euro Currencies,11,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/euro.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/euro.html,euro,euro.csv,euro.html
39,datasets,faithful,Old Faithful Geyser Data,272,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/faithful.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/faithful.html,faithful,faithful.csv,faithful.html
40,datasets,freeny,Freeny's Revenue Data,39,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/freeny.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/freeny.html,freeny,freeny.csv,freeny.html
41,datasets,infert,Infertility after Spontaneous and Induced Abortion,248,8,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/infert.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/infert.html,infert,infert.csv,infert.html
42,datasets,iris,Edgar Anderson's Iris Data,150,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/iris.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/iris.html,iris,iris.csv,iris.html
43,datasets,islands,Areas of the World's Major Landmasses,48,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/islands.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/islands.html,islands,islands.csv,islands.html
44,datasets,lh,Luteinizing Hormone in Blood Samples,48,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/lh.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/lh.html,lh,lh.csv,lh.html
45,datasets,longley,Longley's Economic Regression Data,16,7,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/longley.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/longley.html,longley,longley.csv,longley.html
46,datasets,lynx,Annual Canadian Lynx trappings 1821-1934,114,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/lynx.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/lynx.html,lynx,lynx.csv,lynx.html
47,datasets,morley,Michelson Speed of Light Data,100,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/morley.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/morley.html,morley,morley.csv,morley.html
48,datasets,mtcars,Motor Trend Car Road Tests,32,11,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/mtcars.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/mtcars.html,mtcars,mtcars.csv,mtcars.html
49,datasets,nhtemp,Average Yearly Temperatures in New Haven,60,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/nhtemp.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/nhtemp.html,nhtemp,nhtemp.csv,nhtemp.html
50,datasets,nottem,"Average Monthly Temperatures at Nottingham, 1920-1939",240,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/nottem.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/nottem.html,nottem,nottem.csv,nottem.html
51,datasets,npk,"Classical N, P, K Factorial Experiment",24,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/npk.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/npk.html,npk,npk.csv,npk.html
52,datasets,occupationalStatus,Occupational Status of Fathers and their Sons,8,8,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/occupationalStatus.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/occupationalStatus.html,occupational_status,occupationalStatus.csv,occupationalStatus.html
53,datasets,precip,Annual Precipitation in US Cities,70,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/precip.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/precip.html,precip,precip.csv,precip.html
54,datasets,presidents,Quarterly Approval Ratings of US Presidents,120,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/presidents.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/presidents.html,presidents,presidents.csv,presidents.html
55,datasets,pressure,Vapor Pressure of Mercury as a Function of Temperature,19,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/pressure.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/pressure.html,pressure,pressure.csv,pressure.html
56,datasets,quakes,Locations of Earthquakes off Fiji,1000,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/quakes.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/quakes.html,quakes,quakes.csv,quakes.html
57,datasets,randu,Random Numbers from Congruential Generator RANDU,400,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/randu.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/randu.html,randu,randu.csv,randu.html
58,datasets,rivers,Lengths of Major North American Rivers,141,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/rivers.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/rivers.html,rivers,rivers.csv,rivers.html
59,datasets,rock,Measurements on Petroleum Rock Samples,48,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/rock.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/rock.html,rock,rock.csv,rock.html
60,datasets,sleep,Student's Sleep Data,20,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sleep.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sleep.html,sleep,sleep.csv,sleep.html
61,datasets,stackloss,Brownlee's Stack Loss Plant Data,21,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/stackloss.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/stackloss.html,stackloss,stackloss.csv,stackloss.html
62,datasets,sunspot.month,"Monthly Sunspot Data, from 1749 to ""Present""",3177,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspot.month.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspot.month.html,sunspot_month,sunspot.month.csv,sunspot.month.html
63,datasets,sunspot.year,"Yearly Sunspot Data, 1700-1988",289,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspot.year.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspot.year.html,sunspot_year,sunspot.year.csv,sunspot.year.html
64,datasets,sunspots,"Monthly Sunspot Numbers, 1749-1983",2820,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/sunspots.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/sunspots.html,sunspots,sunspots.csv,sunspots.html
65,datasets,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/swiss.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/swiss.html,swiss,swiss.csv,swiss.html
66,datasets,treering,"Yearly Treering Data, -6000-1979",7980,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/treering.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/treering.html,treering,treering.csv,treering.html
67,datasets,trees,"Girth, Height and Volume for Black Cherry Trees",31,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/trees.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/trees.html,trees,trees.csv,trees.html
68,datasets,uspop,Populations Recorded by the US Census,19,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/uspop.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/uspop.html,uspop,uspop.csv,uspop.html
69,datasets,volcano,Topographic Information on Auckland's Maunga Whau Volcano,87,61,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/volcano.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/volcano.html,volcano,volcano.csv,volcano.html
70,datasets,warpbreaks,The Number of Breaks in Yarn during Weaving,54,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/warpbreaks.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/warpbreaks.html,warpbreaks,warpbreaks.csv,warpbreaks.html
71,datasets,women,Average Heights and Weights for American Women,15,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/women.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/datasets/women.html,women,women.csv,women.html
72,boot,acme,Monthly Excess Returns,60,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/acme.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/acme.html,acme,acme.csv,acme.html
73,boot,aids,Delay in AIDS Reporting in England and Wales,295,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aids.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aids.html,aids,aids.csv,aids.html
74,boot,aircondit,Failures of Air-conditioning Equipment,12,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aircondit.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aircondit.html,aircondit,aircondit.csv,aircondit.html
75,boot,aircondit7,Failures of Air-conditioning Equipment,24,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aircondit7.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aircondit7.html,aircondit7,aircondit7.csv,aircondit7.html
76,boot,amis,Car Speeding and Warning Signs,8437,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/amis.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/amis.html,amis,amis.csv,amis.html
77,boot,aml,Remission Times for Acute Myelogenous Leukaemia,23,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/aml.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/aml.html,aml,aml.csv,aml.html
78,boot,bigcity,Population of U.S. Cities,49,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/bigcity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/bigcity.html,bigcity,bigcity.csv,bigcity.html
79,boot,brambles,Spatial Location of Bramble Canes,823,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/brambles.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/brambles.html,brambles,brambles.csv,brambles.html
80,boot,breslow,Smoking Deaths Among Doctors,10,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/breslow.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/breslow.html,breslow,breslow.csv,breslow.html
81,boot,calcium,Calcium Uptake Data,27,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/calcium.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/calcium.html,calcium,calcium.csv,calcium.html
82,boot,cane,Sugar-cane Disease Data,180,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cane.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cane.html,cane,cane.csv,cane.html
83,boot,capability,Simulated Manufacturing Process Data,75,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/capability.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/capability.html,capability,capability.csv,capability.html
84,boot,catsM,Weight Data for Domestic Cats,97,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/catsM.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/catsM.html,cats_m,catsM.csv,catsM.html
85,boot,cav,Position of Muscle Caveolae,138,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cav.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cav.html,cav,cav.csv,cav.html
86,boot,cd4,CD4 Counts for HIV-Positive Patients,20,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cd4.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cd4.html,cd4,cd4.csv,cd4.html
87,boot,channing,Channing House Data,462,6,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/channing.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/channing.html,channing,channing.csv,channing.html
88,boot,city,Population of U.S. Cities,10,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/city.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/city.html,city,city.csv,city.html
89,boot,claridge,Genetic Links to Left-handedness,37,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/claridge.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/claridge.html,claridge,claridge.csv,claridge.html
90,boot,cloth,Number of Flaws in Cloth,32,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/cloth.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/cloth.html,cloth,cloth.csv,cloth.html
91,boot,co.transfer,Carbon Monoxide Transfer,7,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/co.transfer.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/co.transfer.html,co_transfer,co.transfer.csv,co.transfer.html
92,boot,coal,Dates of Coal Mining Disasters,191,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/coal.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/coal.html,coal,coal.csv,coal.html
93,boot,darwin,Darwin's Plant Height Differences,15,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/darwin.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/darwin.html,darwin,darwin.csv,darwin.html
94,boot,dogs,Cardiac Data for Domestic Dogs,7,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/dogs.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/dogs.html,dogs,dogs.csv,dogs.html
95,boot,downs.bc,Incidence of Down's Syndrome in British Columbia,30,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/downs.bc.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/downs.bc.html,downs_bc,downs.bc.csv,downs.bc.html
96,boot,ducks,Behavioral and Plumage Characteristics of Hybrid Ducks,11,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/ducks.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/ducks.html,ducks,ducks.csv,ducks.html
97,boot,fir,Counts of Balsam-fir Seedlings,50,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/fir.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/fir.html,fir,fir.csv,fir.html
98,boot,frets,Head Dimensions in Brothers,25,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/frets.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/frets.html,frets,frets.csv,frets.html
99,boot,grav,Acceleration Due to Gravity,26,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/grav.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/grav.html,grav,grav.csv,grav.html
100,boot,gravity,Acceleration Due to Gravity,81,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/gravity.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/gravity.html,gravity,gravity.csv,gravity.html
101,boot,hirose,Failure Time of PET Film,44,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/hirose.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/hirose.html,hirose,hirose.csv,hirose.html
102,boot,islay,Jura Quartzite Azimuths on Islay,18,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/islay.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/islay.html,islay,islay.csv,islay.html
103,boot,manaus,Average Heights of the Rio Negro river at Manaus,1080,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/manaus.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/manaus.html,manaus,manaus.csv,manaus.html
104,boot,melanoma,Survival from Malignant Melanoma,37,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/melanoma.csv,https://raw.github.com/vincentarelbundock/Rdatasets/master/doc/boot/melanoma.html,melanoma,melanoma.csv,melanoma.html
