no,package,item,title,rows,cols,remote_base_url,remote_file_name,function_name,local_file_name,rst_files
26,datasets,airmiles,"Passenger Miles on Commercial US Airlines, 1937-1960",24,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,airmiles.csv,airmiles,airmiles.csv,doc/datasets/rst/airmiles.rst
27,datasets,airquality,New York Air Quality Measurements,153,6,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,airquality.csv,airquality,airquality.csv,doc/datasets/rst/airquality.rst
28,datasets,anscombe,Anscombe's Quartet of 'Identical' Simple Linear Regressions,11,8,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,anscombe.csv,anscombe,anscombe.csv,doc/datasets/rst/anscombe.rst
29,datasets,attenu,The Joyner-Boore Attenuation Data,182,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,attenu.csv,attenu,attenu.csv,doc/datasets/rst/attenu.rst
30,datasets,attitude,The Chatterjee-Price Attitude Data,30,7,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,attitude.csv,attitude,attitude.csv,doc/datasets/rst/attitude.rst
31,datasets,austres,Quarterly Time Series of the Number of Australian Residents,89,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,austres.csv,austres,austres.csv,doc/datasets/rst/austres.rst
32,datasets,cars,Speed and Stopping Distances of Cars,50,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,cars.csv,cars,cars.csv,doc/datasets/rst/cars.rst
33,datasets,chickwts,Chicken Weights by Feed Type,71,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,chickwts.csv,chickwts,chickwts.csv,doc/datasets/rst/chickwts.rst
34,datasets,co2,Mauna Loa Atmospheric CO2 Concentration,468,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,co2.csv,co2_1,co2_1.csv,doc/datasets/rst/co2.rst
35,datasets,crimtab,Student's 3000 Criminals Data,42,22,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,crimtab.csv,crimtab,crimtab.csv,doc/datasets/rst/crimtab.rst
36,datasets,discoveries,Yearly Numbers of Important Discoveries,100,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,discoveries.csv,discoveries,discoveries.csv,doc/datasets/rst/discoveries.rst
37,datasets,esoph,"Smoking, Alcohol and (O)esophageal Cancer",88,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,esoph.csv,esoph,esoph.csv,doc/datasets/rst/esoph.rst
38,datasets,euro,Conversion Rates of Euro Currencies,11,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,euro.csv,euro,euro.csv,doc/datasets/rst/euro.rst
39,datasets,faithful,Old Faithful Geyser Data,272,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,faithful.csv,faithful,faithful.csv,doc/datasets/rst/faithful.rst
40,datasets,freeny,Freeny's Revenue Data,39,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,freeny.csv,freeny,freeny.csv,doc/datasets/rst/freeny.rst
41,datasets,infert,Infertility after Spontaneous and Induced Abortion,248,8,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,infert.csv,infert,infert.csv,doc/datasets/rst/infert.rst
42,datasets,iris,Edgar Anderson's Iris Data,150,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,iris.csv,iris,iris.csv,doc/datasets/rst/iris.rst
43,datasets,islands,Areas of the World's Major Landmasses,48,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,islands.csv,islands,islands.csv,doc/datasets/rst/islands.rst
44,datasets,lh,Luteinizing Hormone in Blood Samples,48,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,lh.csv,lh,lh.csv,doc/datasets/rst/lh.rst
45,datasets,longley,Longley's Economic Regression Data,16,7,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,longley.csv,longley,longley.csv,doc/datasets/rst/longley.rst
46,datasets,lynx,Annual Canadian Lynx trappings 1821-1934,114,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,lynx.csv,lynx,lynx.csv,doc/datasets/rst/lynx.rst
47,datasets,morley,Michelson Speed of Light Data,100,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,morley.csv,morley,morley.csv,doc/datasets/rst/morley.rst
48,datasets,mtcars,Motor Trend Car Road Tests,32,11,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,mtcars.csv,mtcars,mtcars.csv,doc/datasets/rst/mtcars.rst
49,datasets,nhtemp,Average Yearly Temperatures in New Haven,60,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,nhtemp.csv,nhtemp,nhtemp.csv,doc/datasets/rst/nhtemp.rst
50,datasets,nottem,"Average Monthly Temperatures at Nottingham, 1920-1939",240,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,nottem.csv,nottem,nottem.csv,doc/datasets/rst/nottem.rst
51,datasets,npk,"Classical N, P, K Factorial Experiment",24,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,npk.csv,npk,npk.csv,doc/datasets/rst/npk.rst
52,datasets,occupationalStatus,Occupational Status of Fathers and their Sons,8,8,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,occupationalStatus.csv,occupational_status,occupational_status.csv,doc/datasets/rst/occupationalStatus.rst
53,datasets,precip,Annual Precipitation in US Cities,70,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,precip.csv,precip,precip.csv,doc/datasets/rst/precip.rst
54,datasets,presidents,Quarterly Approval Ratings of US Presidents,120,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,presidents.csv,presidents,presidents.csv,doc/datasets/rst/presidents.rst
55,datasets,pressure,Vapor Pressure of Mercury as a Function of Temperature,19,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,pressure.csv,pressure,pressure.csv,doc/datasets/rst/pressure.rst
56,datasets,quakes,Locations of Earthquakes off Fiji,1000,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,quakes.csv,quakes,quakes.csv,doc/datasets/rst/quakes.rst
57,datasets,randu,Random Numbers from Congruential Generator RANDU,400,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,randu.csv,randu,randu.csv,doc/datasets/rst/randu.rst
58,datasets,rivers,Lengths of Major North American Rivers,141,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,rivers.csv,rivers,rivers.csv,doc/datasets/rst/rivers.rst
59,datasets,rock,Measurements on Petroleum Rock Samples,48,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,rock.csv,rock,rock.csv,doc/datasets/rst/rock.rst
60,datasets,sleep,Student's Sleep Data,20,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,sleep.csv,sleep,sleep.csv,doc/datasets/rst/sleep.rst
61,datasets,stackloss,Brownlee's Stack Loss Plant Data,21,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,stackloss.csv,stackloss,stackloss.csv,doc/datasets/rst/stackloss.rst
62,datasets,sunspot.month,"Monthly Sunspot Data, from 1749 to ""Present""",3177,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,sunspot.month.csv,sunspot_month,sunspot_month.csv,doc/datasets/rst/sunspot.month.rst
63,datasets,sunspot.year,"Yearly Sunspot Data, 1700-1988",289,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,sunspot.year.csv,sunspot_year,sunspot_year.csv,doc/datasets/rst/sunspot.year.rst
64,datasets,sunspots,"Monthly Sunspot Numbers, 1749-1983",2820,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,sunspots.csv,sunspots,sunspots.csv,doc/datasets/rst/sunspots.rst
65,datasets,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,swiss.csv,swiss,swiss.csv,doc/datasets/rst/swiss.rst
66,datasets,treering,"Yearly Treering Data, -6000-1979",7980,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,treering.csv,treering,treering.csv,doc/datasets/rst/treering.rst
67,datasets,trees,"Girth, Height and Volume for Black Cherry Trees",31,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,trees.csv,trees,trees.csv,doc/datasets/rst/trees.rst
68,datasets,uspop,Populations Recorded by the US Census,19,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,uspop.csv,uspop,uspop.csv,doc/datasets/rst/uspop.rst
69,datasets,volcano,Topographic Information on Auckland's Maunga Whau Volcano,87,61,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,volcano.csv,volcano,volcano.csv,doc/datasets/rst/volcano.rst
70,datasets,warpbreaks,The Number of Breaks in Yarn during Weaving,54,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,warpbreaks.csv,warpbreaks,warpbreaks.csv,doc/datasets/rst/warpbreaks.rst
71,datasets,women,Average Heights and Weights for American Women,15,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/datasets/,women.csv,women,women.csv,doc/datasets/rst/women.rst
72,boot,acme,Monthly Excess Returns,60,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,acme.csv,acme,acme.csv,doc/boot/rst/acme.rst
73,boot,aids,Delay in AIDS Reporting in England and Wales,295,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,aids.csv,aids,aids.csv,doc/boot/rst/aids.rst
74,boot,aircondit,Failures of Air-conditioning Equipment,12,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,aircondit.csv,aircondit,aircondit.csv,doc/boot/rst/aircondit.rst
75,boot,aircondit7,Failures of Air-conditioning Equipment,24,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,aircondit7.csv,aircondit7,aircondit7.csv,doc/boot/rst/aircondit7.rst
76,boot,amis,Car Speeding and Warning Signs,8437,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,amis.csv,amis,amis.csv,doc/boot/rst/amis.rst
77,boot,aml,Remission Times for Acute Myelogenous Leukaemia,23,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,aml.csv,aml,aml.csv,doc/boot/rst/aml.rst
78,boot,bigcity,Population of U.S. Cities,49,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,bigcity.csv,bigcity,bigcity.csv,doc/boot/rst/bigcity.rst
79,boot,brambles,Spatial Location of Bramble Canes,823,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,brambles.csv,brambles,brambles.csv,doc/boot/rst/brambles.rst
80,boot,breslow,Smoking Deaths Among Doctors,10,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,breslow.csv,breslow,breslow.csv,doc/boot/rst/breslow.rst
81,boot,calcium,Calcium Uptake Data,27,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,calcium.csv,calcium,calcium.csv,doc/boot/rst/calcium.rst
82,boot,cane,Sugar-cane Disease Data,180,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,cane.csv,cane,cane.csv,doc/boot/rst/cane.rst
83,boot,capability,Simulated Manufacturing Process Data,75,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,capability.csv,capability,capability.csv,doc/boot/rst/capability.rst
84,boot,catsM,Weight Data for Domestic Cats,97,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,catsM.csv,cats_m,cats_m.csv,doc/boot/rst/catsM.rst
85,boot,cav,Position of Muscle Caveolae,138,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,cav.csv,cav,cav.csv,doc/boot/rst/cav.rst
86,boot,cd4,CD4 Counts for HIV-Positive Patients,20,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,cd4.csv,cd4,cd4.csv,doc/boot/rst/cd4.rst
87,boot,channing,Channing House Data,462,6,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,channing.csv,channing,channing.csv,doc/boot/rst/channing.rst
88,boot,city,Population of U.S. Cities,10,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,city.csv,city,city.csv,doc/boot/rst/city.rst
89,boot,claridge,Genetic Links to Left-handedness,37,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,claridge.csv,claridge,claridge.csv,doc/boot/rst/claridge.rst
90,boot,cloth,Number of Flaws in Cloth,32,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,cloth.csv,cloth,cloth.csv,doc/boot/rst/cloth.rst
91,boot,co.transfer,Carbon Monoxide Transfer,7,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,co.transfer.csv,co_transfer,co_transfer.csv,doc/boot/rst/co.transfer.rst
92,boot,coal,Dates of Coal Mining Disasters,191,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,coal.csv,coal,coal.csv,doc/boot/rst/coal.rst
93,boot,darwin,Darwin's Plant Height Differences,15,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,darwin.csv,darwin,darwin.csv,doc/boot/rst/darwin.rst
94,boot,dogs,Cardiac Data for Domestic Dogs,7,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,dogs.csv,dogs,dogs.csv,doc/boot/rst/dogs.rst
95,boot,downs.bc,Incidence of Down's Syndrome in British Columbia,30,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,downs.bc.csv,downs_bc,downs_bc.csv,doc/boot/rst/downs.bc.rst
96,boot,ducks,Behavioral and Plumage Characteristics of Hybrid Ducks,11,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,ducks.csv,ducks,ducks.csv,doc/boot/rst/ducks.rst
97,boot,fir,Counts of Balsam-fir Seedlings,50,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,fir.csv,fir,fir.csv,doc/boot/rst/fir.rst
98,boot,frets,Head Dimensions in Brothers,25,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,frets.csv,frets,frets.csv,doc/boot/rst/frets.rst
99,boot,grav,Acceleration Due to Gravity,26,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,grav.csv,grav,grav.csv,doc/boot/rst/grav.rst
100,boot,gravity,Acceleration Due to Gravity,81,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,gravity.csv,gravity,gravity.csv,doc/boot/rst/gravity.rst
101,boot,hirose,Failure Time of PET Film,44,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,hirose.csv,hirose,hirose.csv,doc/boot/rst/hirose.rst
102,boot,islay,Jura Quartzite Azimuths on Islay,18,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,islay.csv,islay,islay.csv,doc/boot/rst/islay.rst
103,boot,manaus,Average Heights of the Rio Negro river at Manaus,1080,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,manaus.csv,manaus,manaus.csv,doc/boot/rst/manaus.rst
104,boot,melanoma,Survival from Malignant Melanoma,37,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,melanoma.csv,melanoma,melanoma.csv,doc/boot/rst/melanoma.rst
105,boot,motor,Data from a Simulated Motorcycle Accident,94,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,motor.csv,motor,motor.csv,doc/boot/rst/motor.rst
106,boot,neuro,Neurophysiological Point Process Data,469,6,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,neuro.csv,neuro,neuro.csv,doc/boot/rst/neuro.rst
107,boot,nitrofen,Toxicity of Nitrofen in Aquatic Systems,50,5,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,nitrofen.csv,nitrofen,nitrofen.csv,doc/boot/rst/nitrofen.rst
108,boot,nodal,Nodal Involvement in Prostate Cancer,53,7,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,nodal.csv,nodal,nodal.csv,doc/boot/rst/nodal.rst
109,boot,nuclear,Nuclear Power Station Construction Data,32,11,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,nuclear.csv,nuclear,nuclear.csv,doc/boot/rst/nuclear.rst
110,boot,paulsen,Neurotransmission in Guinea Pig Brains,346,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,paulsen.csv,paulsen,paulsen.csv,doc/boot/rst/paulsen.rst
111,boot,poisons,Animal Survival Times,48,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,poisons.csv,poisons,poisons.csv,doc/boot/rst/poisons.rst
112,boot,polar,Pole Positions of New Caledonian Laterites,50,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,polar.csv,polar,polar.csv,doc/boot/rst/polar.rst
113,boot,remission,Cancer Remission and Cell Activity,27,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,remission.csv,remission,remission.csv,doc/boot/rst/remission.rst
114,boot,salinity,Water Salinity and River Discharge,28,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,salinity.csv,salinity,salinity.csv,doc/boot/rst/salinity.rst
115,boot,survival,Survival of Rats after Radiation Doses,14,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,survival.csv,survival,survival.csv,doc/boot/rst/survival.rst
116,boot,tau,Tau Particle Decay Modes,60,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,tau.csv,tau,tau.csv,doc/boot/rst/tau.rst
117,boot,tuna,Tuna Sighting Data,64,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,tuna.csv,tuna,tuna.csv,doc/boot/rst/tuna.rst
118,boot,urine,Urine Analysis Data,79,7,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,urine.csv,urine,urine.csv,doc/boot/rst/urine.rst
119,boot,wool,Australian Relative Wool Prices,309,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/boot/,wool.csv,wool,wool.csv,doc/boot/rst/wool.rst
120,DAAG,ACF1,Aberrant Crypt Foci in Rat Colons,22,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,ACF1.csv,acf1,acf1.csv,doc/DAAG/rst/ACF1.rst
121,DAAG,Cars93.summary,A Summary of the Cars93 Data set,6,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,Cars93.summary.csv,cars93_summary,cars93_summary.csv,doc/DAAG/rst/Cars93.summary.rst
122,DAAG,Lottario,Ontario Lottery Data,39,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,Lottario.csv,lottario,lottario.csv,doc/DAAG/rst/Lottario.rst
123,DAAG,Manitoba.lakes,The Nine Largest Lakes in Manitoba,9,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,Manitoba.lakes.csv,manitoba_lakes,manitoba_lakes.csv,doc/DAAG/rst/Manitoba.lakes.rst
124,DAAG,SP500W90,Closing Numbers for S and P 500 Index - First 100 Days of 1990,100,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,SP500W90.csv,sp500_w90,sp500_w90.csv,doc/DAAG/rst/SP500W90.rst
125,DAAG,SP500close,Closing Numbers for S and P 500 Index,2780,1,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,SP500close.csv,sp500_close,sp500_close.csv,doc/DAAG/rst/SP500close.rst
126,DAAG,ais,Australian athletes data set,202,13,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,ais.csv,ais,ais.csv,doc/DAAG/rst/ais.rst
127,DAAG,allbacks,Measurements on a Selection of Books,15,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,allbacks.csv,allbacks,allbacks.csv,doc/DAAG/rst/allbacks.rst
128,DAAG,anesthetic,Anesthetic Effectiveness,30,4,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,anesthetic.csv,anesthetic,anesthetic.csv,doc/DAAG/rst/anesthetic.rst
129,DAAG,ant111b,"Averages by block of corn yields, for treatment 111 only",32,9,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,ant111b.csv,ant111b,ant111b.csv,doc/DAAG/rst/ant111b.rst
130,DAAG,antigua,Averages by block of yields for the Antigua Corn data,288,7,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,antigua.csv,antigua,antigua.csv,doc/DAAG/rst/antigua.rst
131,DAAG,appletaste,Tasting experiment that compared four apple varieties,60,3,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,appletaste.csv,appletaste,appletaste.csv,doc/DAAG/rst/appletaste.rst
132,DAAG,aulatlong,Latitudes and longitudes for ten Australian cities,10,2,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,aulatlong.csv,aulatlong,aulatlong.csv,doc/DAAG/rst/aulatlong.rst
133,DAAG,austpop,Population figures for Australian States and Territories,9,10,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,austpop.csv,austpop,austpop.csv,doc/DAAG/rst/austpop.rst
134,DAAG,biomass,Biomass Data,153,8,https://raw.github.com/vincentarelbundock/Rdatasets/master/csv/DAAG/,biomass.csv,biomass,biomass.csv,doc/DAAG/rst/biomass.rst
